line;original_title;translated_title;original_text;translated_text;rating;reviewed_location_name;category;user;user_id_anonym;average_rating_tripadvisor;total_reviews_tripadvisor;city;country;month_of_visit;year_of_visit;title_sentiment;review_sentiment
2026;Es una obligación recorrerla!!!;It is a must see!!!;La combinación de clima, desde pleno sol a nieve en el mismo recorrido hicieron que la experiencia y vistas fueran inolvidables. Debe tomarse tiempo para recorr...;The combination of weather, from full sun to snow on the same route made the experience and views unforgettable. You should take the time to walk...;5.0;Cuesta del Obispo;attraction;inesbaume;id_176;4.7;2612.0;Salta;Argentina;7.0;2018.0;4;4
2027;Imponente!!!!;Imposing!!!!;Tanto de día como por la noche la iglesia , por dentro y por fuera, muestra su grandiosidad. Se destaca su iluminación por la noche. Se recomienda visitarla en ...;Both during the day and at night the church, inside and out, shows its grandeur. Its illumination stands out at night. It is recommended to visit it in ...;5.0;Cathedral of Salta;attraction;inesbaume;id_176;4.6;4761.0;Salta;Argentina;7.0;2018.0;3;4
2028;No perdérselo!!!;No perdérselo!!!;Vale la pena realizar todo el recorrido, escuchando además cada uno de los videos que se muestras ya que sintetizan la importancia del descubrimiento de los niñ...;It is worthwhile to go through the whole tour, listening to each of the videos shown, as they summarize the importance of the discovery of the children...;5.0;MAAM Museo de Arqueologia de Alta Montana de Salta;attraction;inesbaume;id_176;4.6;6923.0;Salta;Argentina;7.0;2018.0;3;3
2029;Hay que visitarla!!!!;Visit !!!!;Iluminación nocturna impresionante pero durante el día sus colores la hacen especial y llaman la atención. Merece ser recorrida , observar las pinturas del tech...;Impressive night illumination but during the day its colors make it special and call the attention. It deserves to be visited, to observe the paintings of the ceiling...;5.0;Basilica Menor San Francisco;attraction;inesbaume;id_176;4.6;2435.0;Salta;Argentina;7.0;2018.0;3;3
2030;Experiencia inolvidable!!!;Unforgettable experience!;La combinación del paisaje y su ubicación sobre las nubes permitieron vivir una experiencia inolvidable. Conviene ir por la mañana. Muy pintoresca la pequeñísi...;The combination of the landscape and its location above the clouds made for an unforgettable experience. It is advisable to go in the morning. Very picturesque, the small and...;5.0;Piedra del Molino;attraction;inesbaume;id_176;4.4;197.0;Salta;Argentina;7.0;2018.0;4;4
2031;Pintoresca!!!;Picturesque!!!;Rodeada por edificios históricos y bares ,hacen que sea muy agradable su recorrido y estancia por un rato. Por la noche se destaca su excelente iluminación.;Surrounded by historic buildings and bars, make it very pleasant to walk around and stay for a while. At night it stands out for its excellent lighting.;4.0;Plaza 9 de Julio;attraction;inesbaume;id_176;4.3;2188.0;Salta;Argentina;7.0;2018.0;3;4
2032;Debe recorrerse!!!;Must be traveled!!!;Su recorrido muestra paisajes y vistas muy variadas por lo cual se recomienda darse el tiempo necesario para ir parando y disfrutar las vistas que brinda.;Its route shows very varied landscapes and views, so it is recommended to take the necessary time to stop and enjoy the views it offers.;5.0;Quebrada del Escoipe;attraction;inesbaume;id_176;4.6;126.0;Salta;Argentina;7.0;2018.0;3;4
2033;Superó las expectativas!!!!;Exceeded expectations!!!!;Nunca imaginé encontrar tanto confort en una zona que se caracteriza por la simpleza de sus construcciones. El lugar sumamente amplio, cómodo y muy bien ubicad...;I never imagined finding so much comfort in an area characterized by the simplicity of its constructions. The place is very spacious, comfortable and very well located....;5.0;Chilcagua;hotel;inesbaume;id_176;3.8;25.0;Purmamarca;Argentina;7.0;2018.0;3;4
2034;Merece ser visto!!!!;Worth seeing!!!!;Merece visitarse en diferentes horas del día. Esto permitirá observar sus diferentes colores según la ubicación del sol.;It is worth visiting at different times of the day. This will allow to observe its different colors according to the location of the sun.;5.0;The Hill of Seven Colors;attraction;inesbaume;id_176;4.8;3166.0;Purmamarca;Argentina;7.0;2018.0;4;5
2035;Sumamente pintoresca!!!!;Extremely picturesque!!!!;La combinación de los vendedores con sus puestos callejeros, la construcción de las casas que la rodean y el ambiente en general , le dan un encanto poco común ...;The combination of the vendors with their street stalls, the construction of the houses that surround it and the general atmosphere, give it a rare charm ...;4.0;Plaza 9 de Julio;attraction;inesbaume;id_176;4.2;839.0;Purmamarca;Argentina;7.0;2018.0;3;4
2036;Un espacio histórico!!!;A historic space!!!;Vale la pena sentarse bajo su sombra en el cafecito que se encuentra a su lado para apreciarlo en el contexto de la montaña y las construcciones que lo rodean.;It is worth sitting under its shade in the little cafe next to it to appreciate it in the context of the mountain and the surrounding buildings.;4.0;Algarrobo Historico;attraction;inesbaume;id_176;4.1;229.0;Purmamarca;Argentina;7.0;2018.0;3;4
2037;Muy Linda!;Muy Linda!;Una playa linda, con bastante espacio para reposar, hay servicios de baños a la entrada, tienen sercio de sombrillas tambien, las cuales no son para nada car...;A nice beach, with plenty of space to rest, there are restrooms at the entrance, they have umbrellas too, which are not at all expensive.;5.0;;attraction;yessifz;id_177;4.2;4059.0;Búzios;RJ;12.0;2018.0;3;4
2038;Genial!!!;Genial!!!;Estuve hospedada ahi durante 6 noches y la verdad que el lugar es hermoso, la ubicación es inmejorable plenl centro de buzios y pegado a la playa, la atenció...;I stayed there for 6 nights and the truth is that the place is beautiful, the location is unbeatable in the center of buzios and close to the beach, the service was excellent and the...;5.0;Bamboo Buzios Hostel;hotel;yessifz;id_177;4.8;767.0;Búzios;RJ;12.0;2018.0;3;4
2039;RIQUISIMOS!;RICH!;En este lugar venden unos chocolates riquisimoos!!! tienen una gran variedad de productos de chocolateria y tambien alfajores y dulces artesanales, la atencio...;In this place they sell delicious chocolates!!! they have a great variety of chocolate products and also alfajores and handmade sweets, the service is very good....;5.0;Chocolezza;attraction;yessifz;id_177;4.1;135.0;Mendoza;Argentina;10.0;2017.0;3;4
2040;Malisima!!!;Malisima!!!;"fui y vine de salta con esta aerolinea y la verdad una verguenza, a la ida tranquilo nada q decir, pero en el regreso pague 450 pesos más para viajar en ""p...";"I came and went from Salta with this airline and the truth is a disgrace, on the outbound trip nothing to say, but on the return trip I paid 450 pesos more to travel in ""p....";1.0;Andes Lineas Aereas;;yessifz;id_177;2.5;863.0;Mundo;;7.0;2018.0;3;2
2041;HERMOSAS!;HERMOSAS!;Hermoso lugar, si bien no fui en la mejor epoca (ya que dicen que en el verano es mucho mas lindo), espectacular para sacarse fotos divertidas y hermosas,;Beautiful place, although I did not go at the best time (as they say that in the summer it is much nicer), spectacular to take fun and beautiful pictures,;5.0;Salinas Grandes;attraction;yessifz;id_177;4.7;1684.0;Province of Jujuy;Argentina;7.0;2018.0;3;4
2042;Impactante su belleza!;Stunning beauty!;Una de las tantas bellezas que nos regala la naturaleza, es emocionante estar ahi, un lugar tan hermoso, con tanta magia y energia propia!, según como le pe...;One of the many beauties that nature gives us, it is exciting to be there, such a beautiful place, with so much magic and energy of its own, depending on how you look at it....;5.0;The Hill of Seven Colors;attraction;yessifz;id_177;4.8;3166.0;Purmamarca;Argentina;7.0;2018.0;4;4
2043;Linda!;Linda!;Muy linda la plaza bien cuidada repleta de puestos donde venden los buzos mas hermosos del mundo! las mantas también son muy lindas, los vendedores son muy ...;Very nice well maintained square full of stalls where they sell the most beautiful divers in the world! the blankets are also very nice, the vendors are very nice, the ...;5.0;Plaza 9 de Julio;attraction;yessifz;id_177;4.2;839.0;Purmamarca;Argentina;7.0;2018.0;3;4
2044;Genial!;Genial!;Acabo de volver de Salta y la verdad quede encantada, el hostel super limpio, tranquilo, los baños excelentes las duchas también, los chicos de recepción m...;I just returned from Salta and the truth is that I was delighted, the hostel is super clean, quiet, the bathrooms are excellent, the showers are excellent, the guys at the reception m...;5.0;Ferienhaus Hostel Salta;hotel;yessifz;id_177;3.7;199.0;Salta;Argentina;7.0;2018.0;3;4
2045;Muy Buena;Very Good;Realice 3 excursiones salinas y pulmamarca cafayate la quebrada la verdad es que estuvieron buenas, bastante bien, sin quejas de ningun tipo. lo que si...;I made 3 excursions to the salt mines and the pulmamarca cafayate la quebrada, the truth is that they were good, pretty good, no complaints of any kind. what if...;5.0;Nordic Travel;attraction;yessifz;id_177;4.4;2581.0;Salta;Argentina;7.0;2018.0;4;4
2046;bien;well;hermosa por donde se la mira, muy bien cuidada y en condiciones apropiadas, bien iluminada por la noche;beautiful everywhere you look, very well maintained and in proper condition, well illuminated at night.;5.0;Cathedral of Salta;attraction;yessifz;id_177;4.6;4761.0;Salta;Argentina;7.0;2018.0;4;4
2047;HERMOSA!;HERMOSA!;Hermoso paseo para hacer, super recomendable para toda la familia!. Es maravilloso y emocionante esta en ese lugar tan importante para la historia de nuest...;Beautiful walk to do, highly recommended for the whole family. It is wonderful and exciting to be in such an important place for the history of our country....;5.0;Casa Historica de Tucuman;attraction;yessifz;id_177;4.3;2472.0;San Miguel de Tucuman;Argentina;2.0;2018.0;3;4
2048;Bien;Fine;Me aloje ahi la semana pasada, el hotel bastante bien , estaban remodelando y por lo que vi rn la entrada cuando me retire quedo hermoso!, las chicas de recep...;I stayed there last week, the hotel was quite good, they were remodeling and from what I saw at the entrance when I left it was beautiful, the reception girls were very nice and...;3.0;Hotel Termal Ciudad del Sol;hotel;yessifz;id_177;3.1;10.0;Termas de Rio Hondo;Argentina;2.0;2018.0;3;4
2049;Normal;Normal;El vuelo bastante normal, aunque solo pasaron una vez ofreciendo bebidas. Las azafatas fueron bastante amables.;The flight was quite normal, although they only offered drinks once. The flight attendants were quite friendly.;3.0;Aerolineas Argentinas;;yessifz;id_177;3.5;15529.0;Mundo;;12.0;2017.0;3;3
2050;No me gusto el servicio;I did not like the service;Mi experiencia con esta aerolínea fue pésima! En primer lugar, viaje a bariloche en julio con la mala suerte de quedarme varada por la nevada, el vuelo se cance...;My experience with this airline was terrible! First of all, I traveled to bariloche in July with the bad luck of being stranded by the snowfall, the flight got tired and...;2.0;LATAM Airlines;;yessifz;id_177;3.5;41957.0;Mundo;;7.0;2017.0;2;2
2051;Muy bueno!;Very good!;Estuve alojada allí en mi viaje a la oktober fest,el lugar muy lindo, la pileta siempre limpia, con parrilla, un poco de verde para sentarse a tomar sol, las ca...;I was staying there on my trip to the oktober fest, the place is very nice, the pool is always clean, with grill, a little green to sit and sunbathe, the rooms are very clean, the...;5.0;Hotel Gloria;hotel;yessifz;id_177;4.2;41.0;Santa Rosa de Calamuchita;Argentina;10.0;2017.0;4;4
2052;Normal, Exelente Ubicacion;Normal, Excellent Location;Me hospede en este hotel en una habitación doble, bastante bien todo, excepto la tv que era de 14´ y estaba colgada muy alto, casi ni se veía, el desayuno norm...;I stayed in this hotel in a double room, everything was pretty good, except the TV which was 14' and was hung very high, you could hardly see it, the breakfast was normal....;4.0;Hotel Ser Mar;hotel;yessifz;id_177;4.0;6.0;San Bernardo;Argentina;2.0;2017.0;4;4
2053;Deben Mejorar;Must Improve;Me hospede en mis vacaciones con mis amigas y la verdad que no es tal cual se muestra en fotos, te venden un hotel 3 estrellas y la verdad es que no llega. Pa...;I stayed on my vacation with my friends and the truth is that it is not as shown in photos, they sell you a 3 star hotel and the truth is that it does not reach. The...;4.0;Neptuno Plaza Hotel;hotel;yessifz;id_177;2.1;60.0;San Bernardo;Argentina;2.0;2017.0;3;4
2054;HERMOOSO;HERMOOSO;Hermoso lugar es maravillosa la vista Es un lugar de Fácil acceso, ofrece la mejor vista de Bariloche, y permite apreciar la inmensidad del paisaje... super ...;Beautiful place is wonderful view It is a place of easy access, offers the best view of Bariloche, and allows you to appreciate the immensity of the landscape ... super ...;5.0;Cerro Campanario;attraction;yessifz;id_177;4.6;3939.0;San Carlos de Bariloche;Argentina;7.0;2017.0;3;4
